Gene	Summed p values	Name
BTBD9	1.087798097858025	BTB domain containing 9
FBXL2	1.087826917983143	F-box and leucine rich repeat protein 2
MEMO1	1.0879840919155357	mediator of cell motility 1
B3GALNT2	1.0880451319167286	beta-1,3-N-acetylgalactosaminyltransferase 2
FBXL3	1.088167187326065	F-box and leucine rich repeat protein 3
C22orf46	1.088215752442055	chromosome 22 putative open reading frame 46
NALCN	1.0882300560108922	sodium leak channel, non-selective
CTAG1A	1.0882900347670696	cancer/testis antigen 1A
RAB40A	1.0883115363199585	RAB40A, member RAS oncogene family
TP53TG1	1.0883338256814203	TP53 target 1
AUH	1.088353359818922	AU RNA binding methylglutaconyl-CoA hydratase
NUDT16P1	1.0883744012723873	nudix hydrolase 16 like 2, pseudogene
SF3B2	1.0883805987787825	splicing factor 3b subunit 2
MIA	1.0884540733699364	MIA SH3 domain containing
THRB-AS1	1.0885632753460774	THRB antisense RNA 1
PTGS2	1.0886551535922682	prostaglandin-endoperoxide synthase 2
LGMN	1.0886621803499625	legumain
CCNT1	1.0886624465708081	cyclin T1
ZNF878	1.0886791818640815	zinc finger protein 878
OR1F2P	1.088795297210666	olfactory receptor family 1 subfamily F member 2 pseudogene
GPR158	1.0887963704528614	G protein-coupled receptor 158
LOC653712	1.0888039516700905	intraflagellar transport 122 homolog (Chlamydomonas) pseudogene(LOC653712)
PPP2R2A	1.088819800664322	protein phosphatase 2 regulatory subunit Balpha
MTTP	1.0888326733322624	microsomal triglyceride transfer protein
LPXN	1.0888681215928284	leupaxin
LPCAT3	1.0889190146193501	lysophosphatidylcholine acyltransferase 3
ABCB5	1.088962954922081	ATP binding cassette subfamily B member 5
NREP	1.088997361104345	neuronal regeneration related protein
EIF3I	1.0890866817992175	eukaryotic translation initiation factor 3 subunit I
CSTF1	1.0891122376439017	cleavage stimulation factor subunit 1
ELMOD3	1.0891902244860696	ELMO domain containing 3
CD1A	1.089213951187775	CD1a molecule
ACIN1	1.0892482312350975	apoptotic chromatin condensation inducer 1
RGS12	1.08958267201815	regulator of G protein signaling 12
CD160	1.0897556725290851	CD160 molecule
URB2	1.089951290533552	URB2 ribosome biogenesis homolog
FAM53A	1.0900519149098695	family with sequence similarity 53 member A
SKIV2L	1.0900643131445222	Ski2 like RNA helicase
C5orf20	1.0900939868454471	dendritic cell associated nuclear protein
ANKRD18DP	1.0901481603873382	ankyrin repeat domain 18D, pseudogene
FGF3	1.0902326962417732	fibroblast growth factor 3
CYP4F2	1.0902470650401197	cytochrome P450 family 4 subfamily F member 2
RNF6	1.0903349992563185	ring finger protein 6
ERI1	1.0903624970646693	exoribonuclease 1
RBM14-RBM4	1.0905134076215814	RBM14-RBM4 readthrough
CSRP2BP	1.0905262993144311	lysine acetyltransferase 14
IFI27L2	1.09060575844086	interferon alpha inducible protein 27 like 2
THNSL2	1.090697257325552	threonine synthase like 2
KIAA0101	1.0907227382677642	PCNA clamp associated factor
FRMD5	1.0908238623955064	FERM domain containing 5
TBX18	1.090853454213845	T-box transcription factor 18
ADSS	1.0909229307559278	adenylosuccinate synthase 2
NSUN5	1.0909631174403507	NOP2/Sun RNA methyltransferase 5
HOXA7	1.0911308126662267	homeobox A7
ACAP3	1.0911636095286834	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
KCNK15	1.091284642868052	potassium two pore domain channel subfamily K member 15
RAB39B	1.0913554281603004	RAB39B, member RAS oncogene family
RPS19BP1	1.0913781055077327	ribosomal protein S19 binding protein 1
KDM3A	1.091453396596174	lysine demethylase 3A
EGFEM1P	1.0916702951691815	EGF like and EMI domain containing 1, pseudogene
RPL10A	1.0917096088439902	ribosomal protein L10a
ZNF311	1.0917591809075577	zinc finger protein 311
LINC00593	1.091789978732122	long intergenic non-protein coding RNA 593
TNFAIP2	1.0918445571361886	TNF alpha induced protein 2
PLD6	1.0918724326943472	phospholipase D family member 6
ZNF280A	1.091904941503888	zinc finger protein 280A
PCDHB8	1.0919328650638624	protocadherin beta 8
CTTNBP2	1.091940070012663	cortactin binding protein 2
FZD9	1.092031067899277	frizzled class receptor 9
XKR6	1.092089215886084	XK related 6
PPP1R12C	1.0921148139997474	protein phosphatase 1 regulatory subunit 12C
AP1G2	1.0921918197880367	adaptor related protein complex 1 subunit gamma 2
FBLL1	1.0923125461890186	fibrillarin like 1
NQO2	1.092349483701184	N-ribosyldihydronicotinamide:quinone reductase 2
KIR2DL1	1.0924335412764974	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
HOPX	1.0925460987733802	HOP homeobox
RELL2	1.092806829774863	RELT like 2
C8orf49	1.0928589752352422	long intergenic non-protein coding RNA 2905
ZNF382	1.09291168811106	zinc finger protein 382
PDE7B	1.09291936761565	phosphodiesterase 7B
REEP3	1.092946771619262	receptor accessory protein 3
RPN1	1.0930462299847867	ribophorin I
MED12L	1.0930750858832528	mediator complex subunit 12L
TOM1	1.093082404971331	target of myb1 membrane trafficking protein
BCAR1	1.093094172200728	BCAR1 scaffold protein, Cas family member
CPO	1.0931567613243356	carboxypeptidase O
USP16	1.0931717607494937	ubiquitin specific peptidase 16
OBSCN	1.0932144827740657	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
SIVA1	1.0932834251820296	SIVA1 apoptosis inducing factor
HOXB-AS3	1.0933493727799601	HOXB cluster antisense RNA 3
JDP2	1.0933594003417744	Jun dimerization protein 2
PRMT9	1.0933724247623364	protein arginine methyltransferase 9
DLX3	1.0933740080860772	distal-less homeobox 3
TMEM53	1.0934028943321357	transmembrane protein 53
SCNN1B	1.0934406154154872	sodium channel epithelial 1 subunit beta
NPC1L1	1.0934729041153806	NPC1 like intracellular cholesterol transporter 1
SNORD9	1.0935001742438093	small nucleolar RNA, C/D box 9
PADI3	1.093511860798249	peptidyl arginine deiminase 3
RHD	1.0935188977029395	Rh blood group D antigen
ITPRIPL1	1.0935404444098178	ITPRIP like 1
OR5P3	1.0935705084910365	olfactory receptor family 5 subfamily P member 3
CDCA2	1.093740700662854	cell division cycle associated 2
HINFP	1.0937794113657013	histone H4 transcription factor
CDH2	1.0938513213751122	cadherin 2
FRRS1L	1.0939339425093217	ferric chelate reductase 1 like
KRT33B	1.0939440213493914	keratin 33B
WDR43	1.0939768029938866	WD repeat domain 43
ST3GAL1	1.0940155046566804	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
PPP3R1	1.0940389707916247	protein phosphatase 3 regulatory subunit B, alpha
GBP2	1.0940701413364633	guanylate binding protein 2
DNAJB8-AS1	1.0942020244922515	DNAJB8 antisense RNA 1
KRTAP1-3	1.094269690891068	keratin associated protein 1-3
P2RY8	1.0942803901136597	P2Y receptor family member 8
LINC00052	1.0943010930046762	long intergenic non-protein coding RNA 52
IRGC	1.094315622839607	immunity related GTPase cinema
FBXL6	1.094439260056724	F-box and leucine rich repeat protein 6
LINC01344	1.0945246003870372	long intergenic non-protein coding RNA 1344
HSPA2	1.0946223300730498	heat shock protein family A (Hsp70) member 2
ARRDC5	1.0946316017374529	arrestin domain containing 5
ERICH4	1.0946316388219062	glutamate rich 4
OR13C4	1.0947568798827092	olfactory receptor family 13 subfamily C member 4
FAM71C	1.0948226444820643	golgi associated RAB2 interactor family member 6
AP4M1	1.0948883920254806	adaptor related protein complex 4 subunit mu 1
CXXC5	1.0949880569629293	CXXC finger protein 5
LINC00467	1.0950597572262581	long intergenic non-protein coding RNA 467
SKA3	1.095121335804332	spindle and kinetochore associated complex subunit 3
SLC5A12	1.095134436294512	solute carrier family 5 member 12
LINC00588	1.0951469474192872	long intergenic non-protein coding RNA 588
APPL2	1.0952426882440884	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2
LIPG	1.095383170974443	lipase G, endothelial type
LOC100240735	1.095526265522417	uncharacterized LOC100240735(LOC100240735)
CTNNBL1	1.0956071708177209	catenin beta like 1
GOPC	1.0956373729510183	golgi associated PDZ and coiled-coil motif containing
DNAH5	1.0956947568129543	dynein axonemal heavy chain 5
HM13	1.0956999296492944	histocompatibility minor 13
HIST1H1B	1.0957129013744842	H1.5 linker histone, cluster member
OSCAR	1.0958656957222526	osteoclast associated Ig-like receptor
C9orf172	1.0959276041040469	apical junction component 1 homolog
VTI1B	1.0960295284629273	vesicle transport through interaction with t-SNAREs 1B
TBKBP1	1.0960297778006614	TBK1 binding protein 1
GRPEL2	1.0961107961634515	GrpE like 2, mitochondrial
LARP4	1.0961370523780734	La ribonucleoprotein 4
CCNL2	1.0962441943027375	cyclin L2
PTGDR	1.0962507111382753	prostaglandin D2 receptor
MYL2	1.0962895672425308	myosin light chain 2
RNF113B	1.0963107234377891	ring finger protein 113B
NBR1	1.0963107347104746	NBR1 autophagy cargo receptor
RCOR1	1.0964375990987343	REST corepressor 1
LOC646471	1.0965522901156373	uncharacterized LOC646471(LOC646471)
OR6K6	1.0965667293403705	olfactory receptor family 6 subfamily K member 6
PTCHD2	1.0965817416280246	dispatched RND transporter family member 3
FLNB	1.0967705393407594	filamin B
THSD7B	1.0968858431172823	thrombospondin type 1 domain containing 7B
ARSI	1.0969192072447096	arylsulfatase family member I
MRPS25	1.0970063882371592	mitochondrial ribosomal protein S25
TRRAP	1.0970331067084822	transformation/transcription domain associated protein
BLVRB	1.0972349971293855	biliverdin reductase B
CACNB2	1.0973131564109806	calcium voltage-gated channel auxiliary subunit beta 2
LOC729603	1.0974056920172452	
LAMA5	1.0974230919547432	laminin subunit alpha 5
PDX1	1.0977187417204792	pancreatic and duodenal homeobox 1
NCSTN	1.0977241046370698	nicastrin
CERKL	1.0977250375227954	ceramide kinase like
ATP8B1	1.0977990321174411	ATPase phospholipid transporting 8B1
CMTR2	1.0978477198064631	cap methyltransferase 2
SPINK14	1.0979007897278168	serine peptidase inhibitor Kazal type 14 (putative)
LYPLAL1	1.0979233457713387	lysophospholipase like 1
C12orf66	1.0980323010942599	KICSTOR subunit 2
PMVK	1.098151714448862	phosphomevalonate kinase
PADI4	1.0981636714889995	peptidyl arginine deiminase 4
PRR19	1.0982205628634225	proline rich 19
NAV3	1.0982329731542002	neuron navigator 3
EIF4ENIF1	1.0984585679144545	eukaryotic translation initiation factor 4E nuclear import factor 1
PRAC1	1.0984680925244164	PRAC1 small nuclear protein
C9orf89	1.0984890189054393	caspase recruitment domain family member 19
MTURN	1.0984891626007376	maturin, neural progenitor differentiation regulator homolog
C19orf53	1.0985659215626504	chromosome 19 open reading frame 53
SLC25A5	1.0986098882439492	solute carrier family 25 member 5
TMEM229B	1.0986329873234841	transmembrane protein 229B
KRTAP11-1	1.0986953914385138	keratin associated protein 11-1
LAMA2	1.098715056859706	laminin subunit alpha 2
SFRP5	1.098760474229375	secreted frizzled related protein 5
LOC550643	1.0987670844570385	
OGT	1.0988099957348965	O-linked N-acetylglucosamine (GlcNAc) transferase
COMMD5	1.0988594267275964	COMM domain containing 5
KCNJ16	1.098879772326291	potassium inwardly rectifying channel subfamily J member 16
FAM60A	1.0989005110505503	SIN3-HDAC complex associated factor
ESCO1	1.098972888286212	establishment of sister chromatid cohesion N-acetyltransferase 1
EPHB2	1.099038975100341	EPH receptor B2
YTHDC2	1.099077792021357	YTH domain containing 2
TRIM33	1.099198080261664	tripartite motif containing 33
LOC100268168	1.099199451340908	
REG3G	1.0992169131118312	regenerating family member 3 gamma
FLJ32255	1.099276037087724	uncharacterized LOC643977(FLJ32255)
ZC2HC1C	1.0993025551232327	zinc finger C2HC-type containing 1C
KBTBD3	1.0993728501452198	kelch repeat and BTB domain containing 3
GOLGA2P2Y	1.0993944528060204	GOLGA2 pseudogene 2 Y-linked
LTA4H	1.0994641359998736	leukotriene A4 hydrolase
FNBP1	1.099574402084588	formin binding protein 1
SNRPD3	1.0996034982202323	small nuclear ribonucleoprotein D3 polypeptide
FABP7	1.0998529457699866	fatty acid binding protein 7
SMEK3P	1.0998734588439418	protein phosphatase 4 regulatory subunit 3C
IGSF8	1.0998967951437453	immunoglobulin superfamily member 8
C17orf75	1.1000798977617219	chromosome 17 open reading frame 75
MAGEC3	1.1001211226518177	MAGE family member C3
SFTPA1	1.1001321722934707	surfactant protein A1
AVIL	1.1002543925152872	advillin
MAPK12	1.1004225081003447	mitogen-activated protein kinase 12
IKZF5	1.1004624044156257	IKAROS family zinc finger 5
SHISA7	1.1005769009444346	shisa family member 7
KIF9-AS1	1.1006087509798126	KIF9 antisense RNA 1
GOLIM4	1.1007706399105646	golgi integral membrane protein 4
CD8B	1.1007813235497055	CD8b molecule
ACADS	1.100817528673995	acyl-CoA dehydrogenase short chain
ABHD17A	1.100853493993793	abhydrolase domain containing 17A, depalmitoylase
TRIM63	1.1008850562569803	tripartite motif containing 63
ILF3	1.1010779712509031	interleukin enhancer binding factor 3
CLEC5A	1.101202642249305	C-type lectin domain containing 5A
PPM1G	1.1012473830544827	protein phosphatase, Mg2+/Mn2+ dependent 1G
TMEM213	1.101259558732543	transmembrane protein 213
ZNF493	1.1013475250367764	zinc finger protein 493
C5orf46	1.1014646577198042	chromosome 5 open reading frame 46
LOC641367	1.101533716663051	
DLK2	1.1015925019704085	delta like non-canonical Notch ligand 2
ABCC1	1.1017014992532457	ATP binding cassette subfamily C member 1
MYH8	1.1017058859053848	myosin heavy chain 8
CAPRIN1	1.1017722437507025	cell cycle associated protein 1
OTUD1	1.1018696143917144	OTU deubiquitinase 1
SF3B3	1.1019151035363968	splicing factor 3b subunit 3
OVGP1	1.1019624949213072	oviductal glycoprotein 1
SEC24B	1.1019697346747228	SEC24 homolog B, COPII coat complex component
TRIM69	1.1020214164233488	tripartite motif containing 69
ACRC	1.1021866938787352	germ cell nuclear acidic peptidase
LOC154761	1.1023276197508969	family with sequence similarity 115, member C pseudogene(LOC154761)
PHF19	1.1023768842265205	PHD finger protein 19
CDC73	1.1023825843111505	cell division cycle 73
SP7	1.1024780961663438	Sp7 transcription factor
FAM157B	1.102583052180069	family with sequence similarity 157 member B
KCTD10	1.1025964491796911	potassium channel tetramerization domain containing 10
CDON	1.1028170444164926	cell adhesion associated, oncogene regulated
ALDH2	1.1029042573306016	aldehyde dehydrogenase 2 family member
LOC102467146	1.1029331598769907	
CCDC15	1.1029436491223603	coiled-coil domain containing 15
GATA3-AS1	1.103043594547863	GATA3 antisense RNA 1
ABO	1.1030746060840109	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase
RIMBP3	1.103166064367477	RIMS binding protein 3
MFSD7	1.1032568424700007	solute carrier family 49 member 3
NUP98	1.103270067777239	nucleoporin 98 and 96 precursor
LRRN4	1.1032914045429536	leucine rich repeat neuronal 4
CD86	1.103722728944311	CD86 molecule
RSAD1	1.1039422908865495	radical S-adenosyl methionine domain containing 1
REPS1	1.1040353723237484	RALBP1 associated Eps domain containing 1
NARS2	1.1041556533577004	asparaginyl-tRNA synthetase 2, mitochondrial
ARHGEF35	1.1041744353410314	Rho guanine nucleotide exchange factor 35
EEF1E1	1.1041986678957603	eukaryotic translation elongation factor 1 epsilon 1
BEST2	1.104252725219507	bestrophin 2
THBS3	1.1043233458902935	thrombospondin 3
AQP7P3	1.10447557415461	aquaporin 7 pseudogene 3
APOA4	1.1045213276092083	apolipoprotein A4
SBF2	1.105011607567218	SET binding factor 2
MPRIP	1.1050299350523194	myosin phosphatase Rho interacting protein
KRTAP4-4	1.1050377641917488	keratin associated protein 4-4
HERC4	1.1051256988749594	HECT and RLD domain containing E3 ubiquitin protein ligase 4
RBP3	1.105145885056408	retinol binding protein 3
MST4	1.1051569795629466	serine/threonine kinase 26
TTC3	1.10519652701602	tetratricopeptide repeat domain 3
MAGEA9	1.105202864485117	MAGE family member A9
SSRP1	1.105247663183009	structure specific recognition protein 1
CCDC130	1.1053795797418922	YJU2 splicing factor homolog B
STEAP4	1.105417847515725	STEAP4 metalloreductase
TUBA1A	1.1054485994068852	tubulin alpha 1a
NOX4	1.1054524137521156	NADPH oxidase 4
UBR7	1.105539726439069	ubiquitin protein ligase E3 component n-recognin 7
CMTR1	1.1056267660717545	cap methyltransferase 1
CCDC86	1.1057103527649603	coiled-coil domain containing 86
NAP1L3	1.1057496639201438	nucleosome assembly protein 1 like 3
XPO7	1.1057879085159124	exportin 7
MIEF2	1.105830505310605	mitochondrial elongation factor 2
TKTL2	1.1059025585952416	transketolase like 2
IL1F10	1.105926781535294	interleukin 1 family member 10
PLS3	1.1059273539096377	plastin 3
SUMO4	1.1059482888377041	small ubiquitin like modifier 4
CSH1	1.1059666310053582	chorionic somatomammotropin hormone 1
SIGLEC14	1.1059913873545584	sialic acid binding Ig like lectin 14
FAM155A	1.10601093325065	NALCN channel auxiliary factor 1
WDR61	1.1060342437586015	WD repeat domain 61
CBL	1.10608775595825	Cbl proto-oncogene
SLC6A14	1.106207439273163	solute carrier family 6 member 14
CRLF3	1.1062523828627524	cytokine receptor like factor 3
MYL6	1.1063672258107662	myosin light chain 6
GK2	1.1064037919663927	glycerol kinase 2
AP3B2	1.1064361043095425	adaptor related protein complex 3 subunit beta 2
LINC00852	1.106462091164613	long intergenic non-protein coding RNA 852
MT1F	1.1064661252005386	metallothionein 1F
FGD4	1.10665441741085	FYVE, RhoGEF and PH domain containing 4
PALM3	1.1066812485627757	paralemmin 3
FRRS1	1.1067305272713188	ferric chelate reductase 1
CALB1	1.1068047423260707	calbindin 1
PTPRS	1.1068799841210195	protein tyrosine phosphatase receptor type S
NOM1	1.1069637501033367	nucleolar protein with MIF4G domain 1
TMEM251	1.1071209201665262	transmembrane protein 251
